customer_id,total_spent,customer_segment
7560670000000.0,63881.01,High-value
7563130000000.0,62042.0,High-value
7565570000000.0,68952.02,High-value
7565830000000.0,70776.02,High-value
7566190000000.0,331364.0,High-value
7566360000000.0,184745.02,High-value
7566420000000.0,68719.03,High-value
7567350000000.0,176002.03,High-value
7568140000000.0,91359.02,High-value
7569010000000.0,253946.0,High-value
7569490000000.0,186777.81,High-value
7570330000000.0,102960.05,High-value
7572850000000.0,100241.09,High-value
7573110000000.0,76246.01,High-value
7575430000000.0,81495.0,High-value
7575510000000.0,94417.05,High-value
7575560000000.0,95618.03,High-value
7576950000000.0,97058.02,High-value
7577980000000.0,193705.01,High-value
7579720000000.0,66778.0,High-value
7580140000000.0,104207.03,High-value
7580340000000.0,71284.04,High-value
7585440000000.0,147220.13,High-value
7587170000000.0,105503.03,High-value
7590980000000.0,134550.22,High-value
7591300000000.0,77911.04,High-value
7592540000000.0,82983.03,High-value
7593080000000.0,150068.04,High-value
7594720000000.0,167923.02,High-value
7595390000000.0,67677.0,High-value
7597110000000.0,161664.02,High-value
7597290000000.0,140863.16,High-value
7597350000000.0,96344.02,High-value
7599190000000.0,72853.01,High-value
7600960000000.0,114809.03,High-value
7602250000000.0,59279.0,High-value
7602960000000.0,89432.04,High-value
7603970000000.0,143675.08,High-value
7604390000000.0,96748.0,High-value
7604680000000.0,61357.03,High-value
7605090000000.0,301995.23,High-value
7606610000000.0,60701.020000000004,High-value
7607170000000.0,57001.03,High-value
7657630000000.0,86589.06,High-value
7661800000000.0,87001.06,High-value
7665040000000.0,66880.04,High-value
7666140000000.0,88190.01,High-value
7666230000000.0,57703.020000000004,High-value
7666300000000.0,97519.03,High-value
7668890000000.0,83717.5,High-value
7668990000000.0,118948.02,High-value
7671470000000.0,99855.21,High-value
7675470000000.0,59004.01,High-value
7675650000000.0,136635.02,High-value
7676790000000.0,62676.0,High-value
7677440000000.0,69051.03,High-value
7681280000000.0,59931.03,High-value
7685900000000.0,54896.01,High-value
7686300000000.0,57806.06,High-value
7687180000000.0,58979.02,High-value
7695590000000.0,301268.04,High-value
7696350000000.0,61750.01,High-value
7697450000000.0,90350.03,High-value
7697490000000.0,139646.07,High-value
7697820000000.0,64443.06,High-value
7701350000000.0,83512.02,High-value
7706490000000.0,93292.02,High-value
7707160000000.0,95925.03,High-value
7707590000000.0,100800.06,High-value
7716950000000.0,83157.05,High-value
7717000000000.0,89296.03,High-value
7721340000000.0,103646.09,High-value
7721450000000.0,177013.02,High-value
7722330000000.0,360194.07,High-value
7722560000000.0,72600.51,High-value
7723120000000.0,74509.03,High-value
7724960000000.0,91500.01,High-value
7725700000000.0,121888.0,High-value
7726490000000.0,182119.53,High-value
7726750000000.0,702039.65,High-value
7727090000000.0,70045.0,High-value
7727580000000.0,68243.06,High-value
7727800000000.0,128310.02,High-value
7728620000000.0,90628.01,High-value
7729090000000.0,57993.520000000004,High-value
7730280000000.0,167870.54,High-value
7730440000000.0,117852.04,High-value
7730930000000.0,111030.01,High-value
7731000000000.0,96870.03,High-value
7732100000000.0,220388.1,High-value
7732930000000.0,110056.0,High-value
7733200000000.0,99459.02,High-value
7733370000000.0,135838.03,High-value
7734480000000.0,120874.01,High-value
7735100000000.0,56318.01,High-value
7735560000000.0,155323.07,High-value
7735730000000.0,208515.02,High-value
7735780000000.0,79923.01,High-value
7736950000000.0,67507.01,High-value
7738980000000.0,92413.01,High-value
7739130000000.0,59724.04,High-value
7739850000000.0,85693.05,High-value
7740000000000.0,76042.03,High-value
7740030000000.0,205765.02,High-value
7743150000000.0,92239.01,High-value
7743350000000.0,59358.04,High-value
7743510000000.0,216924.01,High-value
7743880000000.0,123625.03,High-value
7743910000000.0,274634.05,High-value
7746350000000.0,73673.01,High-value
7747080000000.0,564286.62,High-value
7747670000000.0,60014.03,High-value
7750650000000.0,109576.0,High-value
7751920000000.0,73638.01,High-value
7753740000000.0,76074.03,High-value
7753930000000.0,75057.04,High-value
7755310000000.0,145004.04,High-value
7755890000000.0,241236.11,High-value
7933280000000.0,121208.03,High-value
7933540000000.0,94403.04000000001,High-value
7933710000000.0,59280.01,High-value
7933750000000.0,135618.03,High-value
7933830000000.0,65231.02,High-value
7933840000000.0,98707.01,High-value
7933990000000.0,146117.03,High-value
7934080000000.0,101458.05,High-value
7934500000000.0,70049.05,High-value
7935600000000.0,65081.0,High-value
7935880000000.0,75916.09,High-value
7936660000000.0,84666.02,High-value
7938730000000.0,66177.03,High-value
7938760000000.0,137889.12,High-value
7939660000000.0,96750.02,High-value
7941400000000.0,99417.05,High-value
7941840000000.0,55460.01,High-value
7942370000000.0,100615.11,High-value
7959120000000.0,66686.02,High-value
7959190000000.0,139933.06,High-value
7959270000000.0,98358.1,High-value
7959290000000.0,110720.03,High-value
7959500000000.0,78937.06,High-value
7960110000000.0,81411.03,High-value
7960150000000.0,57187.0,High-value
7960180000000.0,82726.11,High-value
7960480000000.0,64572.02,High-value
7960490000000.0,145075.02,High-value
7960530000000.0,83919.0,High-value
7961520000000.0,193944.05,High-value
7961620000000.0,71131.04,High-value
7962140000000.0,90372.01,High-value
7962260000000.0,202288.02,High-value
7962740000000.0,101984.03,High-value
7962910000000.0,127021.02,High-value
7963510000000.0,104522.02,High-value
7965010000000.0,121886.0,High-value
7965180000000.0,83840.03,High-value
7966090000000.0,117315.28,High-value
7966380000000.0,146800.05,High-value
7967120000000.0,302006.37,High-value
7967150000000.0,77779.03,High-value
7967340000000.0,510208.14,High-value
7967500000000.0,92512.01,High-value
7969270000000.0,130528.09,High-value
7969370000000.0,85525.01,High-value
7970490000000.0,114029.01,High-value
7970750000000.0,55169.03,High-value
7971060000000.0,75217.03,High-value
7971270000000.0,207774.06,High-value
7973760000000.0,92678.07,High-value
7973790000000.0,69412.03,High-value
7974150000000.0,93688.08,High-value
7975530000000.0,112274.04,High-value
7979020000000.0,132324.1,High-value
7980250000000.0,219813.14,High-value
7980320000000.0,66164.03,High-value
7980720000000.0,82444.01,High-value
7980780000000.0,123939.1,High-value
7981290000000.0,129994.02,High-value
7981770000000.0,59567.02,High-value
7981850000000.0,72821.0,High-value
7983720000000.0,72919.04,High-value
7984040000000.0,73976.0,High-value
7984070000000.0,60865.0,High-value
7984720000000.0,74718.09,High-value
7984890000000.0,55960.03,High-value
7986020000000.0,68293.03,High-value
7986160000000.0,83409.01,High-value
7986170000000.0,81048.01,High-value
7986210000000.0,113480.05,High-value
7986330000000.0,75208.01,High-value
7986350000000.0,78776.08,High-value
7986490000000.0,75553.02,High-value
7986570000000.0,203224.06,High-value
7987240000000.0,66848.0,High-value
7987280000000.0,201748.06,High-value
7988310000000.0,72236.02,High-value
7988360000000.0,57549.04,High-value
7988440000000.0,106128.02,High-value
7988480000000.0,208011.04,High-value
7988600000000.0,71588.0,High-value
7989890000000.0,166928.04,High-value
7990800000000.0,60941.0,High-value
7991870000000.0,141539.04,High-value
7991970000000.0,82992.02,High-value
7992080000000.0,173534.05,High-value
7992130000000.0,78999.03,High-value
7992410000000.0,127916.12,High-value
7992610000000.0,107044.01,High-value
7995060000000.0,81169.02,High-value
7995640000000.0,81634.0,High-value
7995800000000.0,69856.01,High-value
7996830000000.0,108662.03,High-value
7997050000000.0,225449.04,High-value
7997200000000.0,183615.05,High-value
7997320000000.0,126434.11,High-value
7998570000000.0,76281.03,High-value
7998690000000.0,64200.03,High-value
7998860000000.0,134694.06,High-value
7999160000000.0,83264.01,High-value
7999210000000.0,56114.01,High-value
7999660000000.0,57216.04,High-value
7999670000000.0,62922.02,High-value
7999680000000.0,105285.06,High-value
8001070000000.0,98751.05,High-value
8001410000000.0,88412.01,High-value
8001420000000.0,59120.04,High-value
8001600000000.0,87607.02,High-value
8001900000000.0,79268.03,High-value
8002580000000.0,70162.02,High-value
8002630000000.0,79487.01,High-value
8002740000000.0,122451.03,High-value
8002900000000.0,62947.04,High-value
8003660000000.0,85179.05,High-value
8004950000000.0,165329.07,High-value
8005170000000.0,61541.01,High-value
8005350000000.0,238949.14,High-value
8006390000000.0,62617.02,High-value
8006760000000.0,82998.02,High-value
8009810000000.0,107730.07,High-value
8010790000000.0,106861.01,High-value
8010800000000.0,136762.14,High-value
8010840000000.0,166795.01,High-value
8010850000000.0,123154.03,High-value
8011420000000.0,159849.02,High-value
8011850000000.0,123821.11,High-value
8011940000000.0,77187.01,High-value
8012130000000.0,70252.0,High-value
8012290000000.0,58529.02,High-value
8012630000000.0,61133.03,High-value
8012640000000.0,72095.04,High-value
8012680000000.0,55814.04,High-value
8013150000000.0,58280.0,High-value
8013700000000.0,87584.02,High-value
8014080000000.0,143055.28,High-value
8014200000000.0,66477.0,High-value
8014220000000.0,67649.01,High-value
8014250000000.0,122811.03,High-value
8014960000000.0,110108.02,High-value
8015410000000.0,128205.13,High-value
8015430000000.0,215371.03,High-value
8016160000000.0,193205.13,High-value
8016220000000.0,93629.02,High-value
8016230000000.0,76787.03,High-value
8016410000000.0,132004.03,High-value
8016420000000.0,107308.09,High-value
8017300000000.0,132880.02,High-value
8017470000000.0,77697.03,High-value
8018270000000.0,56241.01,High-value
8018320000000.0,95050.07,High-value
8018500000000.0,84315.0,High-value
8018520000000.0,79031.0,High-value
8018830000000.0,68164.02,High-value
8018860000000.0,147073.02,High-value
8019160000000.0,202075.03,High-value
8019720000000.0,74323.0,High-value
8019760000000.0,148488.05,High-value
8019890000000.0,207220.09,High-value
8019910000000.0,115438.02,High-value
8021320000000.0,194790.16,High-value
8021350000000.0,127018.03,High-value
8021410000000.0,80393.01,High-value
8022200000000.0,146838.07,High-value
8022260000000.0,71506.01,High-value
8022520000000.0,77640.01,High-value
8022800000000.0,79173.28,High-value
8022840000000.0,68670.02,High-value
8022850000000.0,59268.0,High-value
8023230000000.0,66478.0,High-value
8023240000000.0,80311.03,High-value
8023760000000.0,67542.01,High-value
8023860000000.0,70578.04,High-value
8023910000000.0,133531.04,High-value
8023980000000.0,65797.01,High-value
8024050000000.0,82887.07,High-value
8024800000000.0,87330.04,High-value
8025290000000.0,71954.08,High-value
8026090000000.0,71496.0,High-value
8026250000000.0,74782.02,High-value
8026280000000.0,62539.0,High-value
8026330000000.0,64449.02,High-value
8026410000000.0,154862.24,High-value
8026520000000.0,93657.01,High-value
8027170000000.0,95501.06,High-value
8027230000000.0,70089.03,High-value
8027880000000.0,90612.06,High-value
8028390000000.0,58934.06,High-value
8028710000000.0,395783.25,High-value
8029520000000.0,116302.04,High-value
8029820000000.0,56212.0,High-value
8030040000000.0,150403.04,High-value
8030720000000.0,99761.01,High-value
8031490000000.0,107025.03,High-value
8031730000000.0,70173.05,High-value
8031780000000.0,60269.02,High-value
8032140000000.0,299772.1,High-value
8032300000000.0,64211.06,High-value
8032310000000.0,101091.03,High-value
8033170000000.0,127007.01,High-value
8034200000000.0,83116.03,High-value
8034470000000.0,103473.03,High-value
8034660000000.0,57774.03,High-value
8035100000000.0,65119.020000000004,High-value
8035220000000.0,148549.03,High-value
8035310000000.0,60751.0,High-value
8035460000000.0,107097.03,High-value
8037290000000.0,110549.05,High-value
8037540000000.0,124190.07,High-value
8037670000000.0,134853.08,High-value
8037700000000.0,62295.020000000004,High-value
8038210000000.0,68607.01,High-value
8038740000000.0,95765.04,High-value
8038900000000.0,99151.04,High-value
8039010000000.0,72092.04,High-value
8039100000000.0,75499.02,High-value
8039250000000.0,65350.08,High-value
8039440000000.0,172970.08,High-value
8039940000000.0,207512.07,High-value
8040070000000.0,161925.56,High-value
8040310000000.0,59590.01,High-value
8040670000000.0,92197.0,High-value
8040820000000.0,112110.01,High-value
8040930000000.0,65121.02,High-value
8040990000000.0,59669.020000000004,High-value
8041030000000.0,74436.02,High-value
8041100000000.0,62653.05,High-value
8041410000000.0,115556.12,High-value
8041660000000.0,83626.06,High-value
8041730000000.0,117145.01,High-value
8041800000000.0,151020.02,High-value
8041940000000.0,87194.01,High-value
8042700000000.0,68784.0,High-value
8042760000000.0,66312.02,High-value
8042830000000.0,129526.02,High-value
8042960000000.0,58763.01,High-value
8043220000000.0,65335.05,High-value
8043720000000.0,128243.14,High-value
8043840000000.0,60007.04,High-value
8044590000000.0,83943.03,High-value
8044760000000.0,108633.05,High-value
8044830000000.0,112062.13,High-value
8044850000000.0,58514.06,High-value
8044970000000.0,79152.0,High-value
8045370000000.0,77856.03,High-value
8045430000000.0,81854.05,High-value
8045520000000.0,65542.05,High-value
8045980000000.0,345708.18,High-value
8046250000000.0,64211.01,High-value
8046290000000.0,183077.03,High-value
8046540000000.0,110896.07,High-value
8047010000000.0,59783.03,High-value
8048100000000.0,130661.04000000001,High-value
8048120000000.0,92006.03,High-value
8048150000000.0,54872.03,High-value
8048160000000.0,754653.63,High-value
8048260000000.0,69785.0,High-value
8048930000000.0,102990.07,High-value
8049410000000.0,66887.02,High-value
8049770000000.0,154010.06,High-value
8049940000000.0,103216.1,High-value
8049990000000.0,74610.05,High-value
8050050000000.0,123355.02,High-value
8050070000000.0,285074.0,High-value
8050510000000.0,71398.04,High-value
8051100000000.0,91158.07,High-value
8051270000000.0,538877.32,High-value
8051460000000.0,125239.0,High-value
8051560000000.0,80138.04,High-value
8051740000000.0,63174.05,High-value
8051950000000.0,61510.020000000004,High-value
8052410000000.0,239353.0,High-value
8052680000000.0,169666.04,High-value
8053400000000.0,135429.06,High-value
8053480000000.0,59118.07,High-value
8054300000000.0,255075.02,High-value
8054590000000.0,104653.07,High-value
8056190000000.0,151592.03,High-value
8056550000000.0,84867.01,High-value
8056620000000.0,113089.01,High-value
8056770000000.0,56711.01,High-value
8057330000000.0,72809.01,High-value
8057670000000.0,115542.0,High-value
8058100000000.0,85142.0,High-value
8058170000000.0,61036.01,High-value
8059230000000.0,100066.0,High-value
8059610000000.0,86986.04000000001,High-value
8059870000000.0,137322.0,High-value
8060400000000.0,68806.04,High-value
8060580000000.0,232204.1,High-value
8060590000000.0,140550.13,High-value
8060660000000.0,63801.3,High-value
8061370000000.0,79767.0,High-value
8061460000000.0,180537.04,High-value
8061780000000.0,76774.02,High-value
8062330000000.0,139105.16,High-value
8062380000000.0,133205.07,High-value
8063120000000.0,64663.01,High-value
8063240000000.0,81106.04,High-value
8063250000000.0,56216.01,High-value
8063330000000.0,287145.25,High-value
8063450000000.0,91469.05,High-value
8063470000000.0,62938.03,High-value
8063910000000.0,135826.0,High-value
8064400000000.0,73021.01,High-value
8064490000000.0,64255.05,High-value
8064590000000.0,95933.12,High-value
8064690000000.0,190588.06,High-value
8064900000000.0,89571.03,High-value
8064930000000.0,169221.05,High-value
8065440000000.0,58166.01,High-value
8065910000000.0,495685.12,High-value
8065920000000.0,54824.020000000004,High-value
8065930000000.0,80742.02,High-value
8066520000000.0,209769.05,High-value
8066640000000.0,374024.07,High-value
8066880000000.0,80832.0,High-value
8067270000000.0,55085.03,High-value
8067800000000.0,71109.02,High-value
8068300000000.0,62301.01,High-value
8068410000000.0,85459.01,High-value
8068490000000.0,60592.01,High-value
8069010000000.0,95467.0,High-value
8069200000000.0,69545.0,High-value
8069990000000.0,55608.04,High-value
8070130000000.0,58347.01,High-value
8070190000000.0,147657.06,High-value
8070210000000.0,103733.02,High-value
8070870000000.0,73621.09,High-value
8071620000000.0,58706.0,High-value
8071950000000.0,103848.03,High-value
8073280000000.0,70162.02,High-value
8074000000000.0,589043.08,High-value
8074310000000.0,163340.01,High-value
8074980000000.0,79554.01,High-value
8075350000000.0,81398.02,High-value
8075510000000.0,154965.05,High-value
8075610000000.0,146911.38,High-value
8075830000000.0,101223.02,High-value
8075930000000.0,92101.05,High-value
8076340000000.0,105724.01,High-value
8076410000000.0,443732.05,High-value
8076530000000.0,57971.020000000004,High-value
8076600000000.0,169729.06,High-value
8077240000000.0,86184.09,High-value
8077640000000.0,61830.03,High-value
8077690000000.0,54697.01,High-value
8078200000000.0,74234.02,High-value
8078360000000.0,171541.02,High-value
8078490000000.0,80347.03,High-value
8078590000000.0,64229.02,High-value
8078940000000.0,76516.08,High-value
8079070000000.0,81822.0,High-value
8079110000000.0,95168.08,High-value
8079430000000.0,238335.07,High-value
8079480000000.0,79492.15,High-value
8079570000000.0,180089.1,High-value
8079770000000.0,68241.0,High-value
8079990000000.0,290397.56,High-value
8080340000000.0,55189.01,High-value
8080560000000.0,132451.05,High-value
8080580000000.0,72767.03,High-value
8080680000000.0,78375.03,High-value
8081030000000.0,155748.04,High-value
8081280000000.0,94854.03,High-value
8081290000000.0,216871.11000000002,High-value
8081370000000.0,323360.08,High-value
8081410000000.0,78267.0,High-value
8081520000000.0,160111.0,High-value
8081600000000.0,58141.07,High-value
8082100000000.0,55312.0,High-value
8082120000000.0,94674.02,High-value
8082240000000.0,193346.09,High-value
8082640000000.0,238023.05,High-value
8082960000000.0,58742.0,High-value
8083050000000.0,63650.03,High-value
8083170000000.0,89363.04000000001,High-value
8083240000000.0,92717.0,High-value
8084280000000.0,57463.020000000004,High-value
8084640000000.0,84424.02,High-value
8084700000000.0,61277.020000000004,High-value
8084740000000.0,103834.0,High-value
8084750000000.0,75770.0,High-value
8085690000000.0,56221.020000000004,High-value
8085710000000.0,90991.01,High-value
8085760000000.0,137535.03,High-value
8085790000000.0,64985.0,High-value
8085840000000.0,216846.09,High-value
8085860000000.0,68013.1,High-value
8085920000000.0,94738.05,High-value
8086140000000.0,64696.01,High-value
8086560000000.0,234116.08000000002,High-value
8086570000000.0,109943.02,High-value
8086590000000.0,61158.01,High-value
8086630000000.0,100179.05,High-value
8086660000000.0,92517.06,High-value
8086790000000.0,149138.02,High-value
8086850000000.0,213462.1,High-value
8087890000000.0,61592.0,High-value
8088700000000.0,65477.03,High-value
8089090000000.0,77049.02,High-value
8089270000000.0,136960.01,High-value
8089870000000.0,238347.3,High-value
8089880000000.0,71092.02,High-value
8090220000000.0,61201.06,High-value
8090360000000.0,157508.06,High-value
8090470000000.0,79626.03,High-value
8090590000000.0,69982.02,High-value
8090890000000.0,76159.0,High-value
8091290000000.0,133283.02,High-value
8091300000000.0,197061.04,High-value
8091320000000.0,178127.0,High-value
8091350000000.0,115120.03,High-value
8091360000000.0,62063.03,High-value
8091410000000.0,93266.29,High-value
8091620000000.0,81160.01,High-value
8091790000000.0,66055.08,High-value
8091920000000.0,72219.02,High-value
8092340000000.0,70706.02,High-value
8092360000000.0,131546.04,High-value
8092600000000.0,57447.0,High-value
8092680000000.0,551832.04,High-value
8092790000000.0,157438.03,High-value
8092820000000.0,59879.01,High-value
8093280000000.0,68509.05,High-value
8093590000000.0,95546.01,High-value
8093660000000.0,69344.01,High-value
8093760000000.0,61004.0,High-value
8093850000000.0,107509.06,High-value
8094770000000.0,98868.03,High-value
8095020000000.0,111661.02,High-value
8095040000000.0,58682.770000000004,High-value
8096280000000.0,122473.03,High-value
8096320000000.0,113902.0,High-value
8096520000000.0,60977.51,High-value
8096640000000.0,60615.04,High-value
8097320000000.0,84777.02,High-value
8097510000000.0,58265.01,High-value
8097690000000.0,94383.03,High-value
8098200000000.0,85320.04000000001,High-value
8098250000000.0,67950.01,High-value
8098320000000.0,208783.05,High-value
8098420000000.0,55276.01,High-value
8098550000000.0,163597.07,High-value
8098590000000.0,91113.05,High-value
8098600000000.0,63034.01,High-value
8098830000000.0,64722.34,High-value
8099030000000.0,125784.01,High-value
8099300000000.0,57899.08,High-value
8099510000000.0,95993.0,High-value
8100840000000.0,57712.01,High-value
8100870000000.0,148210.02,High-value
8102590000000.0,90737.01,High-value
8102890000000.0,93282.0,High-value
8103630000000.0,137679.02,High-value
8103800000000.0,91414.02,High-value
8103930000000.0,74197.04,High-value
8103940000000.0,203974.03,High-value
8104230000000.0,242966.05,High-value
8104760000000.0,56878.02,High-value
8104810000000.0,91881.0,High-value
8105150000000.0,99846.03,High-value
8105580000000.0,147869.06,High-value
8105670000000.0,70664.02,High-value
8105960000000.0,55963.01,High-value
8106150000000.0,71883.03,High-value
8106200000000.0,76551.02,High-value
8106230000000.0,107622.01,High-value
8106520000000.0,66424.01,High-value
8107130000000.0,72614.04,High-value
8107150000000.0,174142.06,High-value
8107230000000.0,106954.05,High-value
8107440000000.0,96937.02,High-value
8107470000000.0,134046.02,High-value
8107950000000.0,77058.01,High-value
8108050000000.0,86198.04,High-value
8108120000000.0,909872.41,High-value
8108130000000.0,128238.0,High-value
8108140000000.0,73007.02,High-value
8108960000000.0,251921.7,High-value
8109700000000.0,153445.04,High-value
8110220000000.0,76972.2,High-value
8110450000000.0,85178.09,High-value
8110510000000.0,71380.19,High-value
8110720000000.0,63499.02,High-value
8110880000000.0,66105.0,High-value
8111540000000.0,74637.03,High-value
8111640000000.0,389727.25,High-value
8111730000000.0,183882.0,High-value
8112200000000.0,70669.1,High-value
8112700000000.0,90537.02,High-value
8112780000000.0,79188.02,High-value
8113160000000.0,55213.01,High-value
8113480000000.0,68291.06,High-value
8113570000000.0,68693.02,High-value
8114280000000.0,56960.03,High-value
8114570000000.0,204071.02,High-value
8114670000000.0,79100.03,High-value
8114720000000.0,73741.02,High-value
8115190000000.0,116663.06,High-value
8115220000000.0,168560.24,High-value
8115360000000.0,125157.11,High-value
8115420000000.0,171931.29,High-value
8115450000000.0,94240.02,High-value
8115570000000.0,86557.09,High-value
8116080000000.0,59281.03,High-value
8116270000000.0,149604.13,High-value
8116980000000.0,161675.04,High-value
8117760000000.0,82475.01,High-value
8117800000000.0,83561.02,High-value
8117870000000.0,97604.02,High-value
8119830000000.0,338349.02,High-value
8119880000000.0,159785.03,High-value
8120500000000.0,174103.08,High-value
8120580000000.0,75262.01,High-value
8120640000000.0,304558.21,High-value
8120690000000.0,60530.03,High-value
8120740000000.0,205512.01,High-value
8120810000000.0,81566.02,High-value
8121040000000.0,139031.01,High-value
8121690000000.0,67228.02,High-value
8121820000000.0,159729.12,High-value
8122620000000.0,83064.05,High-value
8122670000000.0,76051.17,High-value
8122710000000.0,61681.03,High-value
8122770000000.0,65718.03,High-value
8122960000000.0,188747.07,High-value
8123100000000.0,90259.05,High-value
8123130000000.0,64969.06,High-value
8123220000000.0,64190.01,High-value
8123550000000.0,59945.03,High-value
8123620000000.0,112253.07,High-value
8123660000000.0,61021.01,High-value
8123730000000.0,56978.02,High-value
8123760000000.0,92800.08,High-value
8123770000000.0,80609.08,High-value
8123850000000.0,92672.03,High-value
8124160000000.0,98722.09,High-value
8124300000000.0,92700.0,High-value
8124540000000.0,73994.01,High-value
8124550000000.0,64913.01,High-value
8124610000000.0,151633.03,High-value
8124730000000.0,351282.28,High-value
8125280000000.0,116479.04,High-value
8125860000000.0,134385.0,High-value
8125910000000.0,56246.020000000004,High-value
8126150000000.0,144135.0,High-value
8126160000000.0,132367.05,High-value
8126210000000.0,82899.02,High-value
8126320000000.0,216975.12,High-value
8126400000000.0,416632.17,High-value
8126430000000.0,144652.05,High-value
8127030000000.0,101244.01,High-value
8127100000000.0,58237.02,High-value
8127160000000.0,175461.12,High-value
8127170000000.0,101648.92,High-value
8127200000000.0,97113.05,High-value
8128790000000.0,77495.03,High-value
8128830000000.0,113127.11,High-value
8129060000000.0,57766.0,High-value
8129100000000.0,70832.01,High-value
8129550000000.0,139996.01,High-value
8129690000000.0,95144.02,High-value
8129860000000.0,96678.0,High-value
8129920000000.0,257311.14,High-value
8130710000000.0,284324.02,High-value
8130770000000.0,82233.03,High-value
8131090000000.0,525583.12,High-value
8131120000000.0,70106.02,High-value
8131140000000.0,83952.02,High-value
8131170000000.0,155222.06,High-value
8131260000000.0,91759.03,High-value
8131600000000.0,99216.02,High-value
8131640000000.0,126475.06,High-value
8132010000000.0,177945.13,High-value
8132540000000.0,264812.13,High-value
8132590000000.0,114447.04000000001,High-value
8132710000000.0,67658.04,High-value
8132860000000.0,60272.020000000004,High-value
8133250000000.0,117025.03,High-value
8134020000000.0,75497.12,High-value
8134530000000.0,57737.01,High-value
8134890000000.0,75697.06,High-value
8134970000000.0,113621.01,High-value
